movieID,title,language,budget,revenue,releasedate
24488,Demonlover,en,0.0,0.0,2002-05-19
278813,Esmeraldero,es,0.0,0.0,2003-11-17
20321,Close Your Eyes,en,0.0,0.0,2002-02-01
36791,In This World,en,0.0,0.0,2002-11-17
61401,Tibet: Cry of the Snow Lion,en,0.0,0.0,2002-09-13
17614,Yossi & Jagger,he,0.0,0.0,2002-08-28
7288,Duplex,en,40000000.0,19322135.0,2003-09-26
10159,The Rundown,en,85000000.0,80916492.0,2003-09-26
10934,Under the Tuscan Sun,en,18000000.0,58878723.0,2003-04-30
287816,Camera Obscura,en,0.0,0.0,2000-02-06
54243,Kart Racer,en,0.0,0.0,2003-05-16
5653,Luther,en,0.0,0.0,2003-10-29
321,Mambo Italiano,en,4361898.0,3031801.0,2003-06-06
20,My Life Without Me,en,0.0,9726954.0,2003-03-07
18113,National Lampoon Presents Dorm Daze,en,0.0,0.0,2003-09-26
5168,To Be and to Have,fr,1000000.0,0.0,2002-05-19
9662,The Triplets of Belleville,fr,8000000.0,1477676.0,2003-06-11
837,Videodrome,en,5952000.0,2120439.0,1983-02-04
20303,Life and Debt,en,0.0,0.0,2003-02-28
19666,Lagaan: Once Upon a Time in India,hi,5200000.0,8100000.0,2001-06-15
821,Judgment at Nuremberg,en,3000000.0,10000000.0,1961-12-01
41834,Journey of Hope,de,0.0,0.0,1990-08-01
37672,"Same Time, Next Year",en,118.0,19.0,1978-04-23
1358,A Brief History of Time,en,0.0,0.0,1991-10-01
2200,Jacob the Liar,de,0.0,0.0,1974-12-22
11475,Leningrad Cowboys Go America,en,0.0,0.0,1989-03-24
776,The Rules of the Game,fr,8847685.0,0.0,1939-06-08
40440,The Song Remains the Same,en,0.0,0.0,1976-11-05
16563,Seven Brides for Seven Brothers,en,0.0,5000000.0,1954-07-22
11703,Kiss of the Spider Woman,en,0.0,0.0,1985-07-26
891,All the President's Men,en,8500000.0,70600000.0,1976-04-04
83714,Angie,en,0.0,0.0,1994-03-04
12531,The Apartment,fr,0.0,0.0,1996-07-27
10881,Avalon,pl,8000000.0,8826094.0,2001-01-20
11832,Babette's Feast,da,0.0,4398938.0,1987-08-28
51300,The Barber of Siberia,ru,35000000.0,0.0,1998-10-13
11806,Beethoven,en,0.0,147214049.0,1992-04-03
10438,Beethoven's 2nd,en,15000000.0,118243066.0,1993-12-14
36349,Black Moon Rising,en,0.0,6637565.0,1986-01-10
650,Boyz n the Hood,en,6500000.0,57504069.0,1991-07-12
10337,Bugsy,en,30000000.0,49114016.0,1991-12-10
8446,Bugsy Malone,en,0.0,0.0,1976-06-26
42570,By the Sword,en,0.0,0.0,1991-10-07
9874,Cobra,en,0.0,49042224.0,1986-03-21
11477,Common Wealth,es,0.0,0.0,2000-09-29
37753,Consenting Adults,en,18000000.0,21591728.0,1992-10-16
29161,Phenomena,en,3800000.0,0.0,1985-01-31
21627,Crimewave,en,3000000.0,0.0,1985-09-19
9501,Crying Freeman,en,6100000.0,0.0,1995-04-23
49291,Time and Tide,cn,0.0,0.0,2000-10-19
4543,The Meaning of Life,en,0.0,0.0,1983-03-31
11046,Where Eagles Dare,en,7700000.0,21000000.0,1968-12-04
11707,Tightrope,en,0.0,48143579.0,1984-08-17
7442,Sleeping with the Enemy,en,19000000.0,174999005.0,1991-02-08
14425,PCU,en,9000000.0,4350774.0,1994-04-29
6723,The Rookie,en,10000000.0,21633874.0,1990-12-06
13343,The Ghost & Mr. Chicken,en,700000.0,0.0,1966-01-20
16969,City Heat,en,25000000.0,38348988.0,1984-12-05
11338,Into the Night,en,11400000.0,6700000.0,1985-02-15
13339,Three O'Clock High,en,0.0,3685862.0,1987-10-09
28761,White Hunter Black Heart,en,0.0,0.0,1990-09-14
25237,Come and See,ru,0.0,0.0,1985-07-01
41780,A Rage in Harlem,en,8000000.0,10400000.0,1991-05-03
9871,Ginger Snaps,en,5000000.0,0.0,2000-08-01
33258,More American Graffiti,en,2500000.0,15014674.0,1979-08-03
71940,The Ballad of Little Jo,en,0.0,0.0,1993-08-20
26850,Under Suspicion,en,0.0,221295.0,1991-09-27
70709,Ruby,es,0.0,0.0,1992-03-27
36855,The Reluctant Astronaut,en,0.0,0.0,1967-09-05
20238,The Shakiest Gun in the West,en,0.0,0.0,1968-07-10
33783,It's Pat,en,0.0,0.0,1994-08-26
163549,Sunday in the Country,en,0.0,0.0,1974-11-22
47898,The Gun in Betty Lou's Handbag,en,13000000.0,3721911.0,1992-08-21
19171,Sudden Fear,en,0.0,0.0,1952-08-01
48345,Nobody's Baby,en,0.0,0.0,2001-01-01
11364,Regarding Henry,en,0.0,0.0,1991-07-10
38135,The Debut,en,1000000.0,0.0,2000-05-18
55950,Wilder Napalm,en,0.0,0.0,1993-08-20
39916,Contamination,en,0.0,0.0,1980-08-02
31634,The Amazing Transparent Man,en,0.0,0.0,1960-02-01
43739,Love Affair,en,0.0,0.0,1939-04-07
45203,Once in the Life,it,0.0,0.0,2000-10-27
14874,Try Seventeen,en,0.0,0.0,2002-09-10
32082,The Hospital,en,0.0,0.0,1971-12-14
25269,Article 99,en,18000000.0,6375979.0,1992-03-13
29449,Images,en,0.0,0.0,1972-05-01
37943,Eureka,en,0.0,123572.0,1983-05-01
33633,Oleanna,en,0.0,124693.0,1994-11-04
86763,Chattahoochee,en,0.0,0.0,1989-09-16
78146,Tough Guys Don't Dance,en,5000000.0,858250.0,1987-09-18
88641,There Goes My Baby,en,10500000.0,123509.0,1994-09-02
30315,Kingdom of the Spiders,en,500000.0,17000000.0,1977-08-24
13765,Scrooge,en,0.0,0.0,1970-11-05
12772,Leap of Faith,en,0.0,0.0,1992-12-18
47866,Gas Food Lodging,en,0.0,1345236.0,1992-07-10
18900,In Cold Blood,en,3500000.0,13007551.0,1967-12-14
73265,Campus Man,en,0.0,989000.0,1987-04-10
17744,The Bedford Incident,en,0.0,0.0,1965-10-11
62124,Murderous Maids,en,0.0,0.0,2000-11-22
3087,Yankee Doodle Dandy,en,0.0,0.0,1942-06-06
14282,Ninja Scroll,ja,0.0,0.0,1993-06-05
11502,Knife in the Water,pl,0.0,0.0,1962-03-09
29451,The Devil and Daniel Webster,en,0.0,0.0,1941-10-29
21219,Mobsters,en,23000000.0,20246790.0,1991-07-26
116094,Charlotte Sometimes,en,0.0,0.0,2002-03-11
2116,Out of Time,en,50000000.0,55495563.0,2003-10-03
1584,School of Rock,en,35000000.0,131282949.0,2003-10-03
28236,Concert for George,en,0.0,0.0,2002-11-29
40945,The Event,en,0.0,0.0,2003-01-01
19555,9 Dead Gay Guys,en,0.0,0.0,2003-09-19
2056,The Station Agent,en,500000.0,8679814.0,2003-01-26
4997,Wonderland,en,5000000.0,2466444.0,2003-10-23
8439,Bus 174,en,0.0,217201.0,2002-10-22
322,Mystic River,en,25000000.0,156822020.0,2003-10-07
21765,Good Boy!,en,17000000.0,0.0,2003-10-10
11059,House of the Dead,en,7000000.0,13818181.0,2003-04-11
11775,Intolerable Cruelty,en,60000000.0,119940815.0,2003-09-02
24,Kill Bill: Vol. 1,en,30000000.0,180949000.0,2003-10-10
54973,Dopamine,en,0.0,22278.0,2003-10-03
10930,The Flower of Evil,fr,0.0,0.0,2003-02-09
21059,Girls Will Be Girls,en,0.0,0.0,2003-07-05
49475,Porn Theater,en,0.0,0.0,2002-01-01
11329,Runaway Jury,en,60000000.0,80154140.0,2003-10-09
9373,The Texas Chainsaw Massacre,en,9500000.0,107071655.0,2003-10-17
1550,Pieces of April,en,300000.0,0.0,2003-01-19
5493,Returner,ja,0.0,0.0,2002-08-31
28200,Sylvia,en,7000000.0,10000000.0,2003-10-17
10629,Veronica Guerin,en,17000000.0,1569918.0,2003-07-11
10944,In the Cut,en,12000000.0,23.0,2003-09-09
9839,Beyond Borders,en,35000000.0,0.0,2003-10-23
13920,Radio,en,32000000.0,52277485.0,2003-10-24
4256,Scary Movie 3,en,48000000.0,220673217.0,2003-10-24
10009,Brother Bear,en,100000000.0,0.0,2003-10-23
1807,Elephant,en,3000000.0,10012022.0,2003-05-18
33343,Gypsy 83,en,0.0,0.0,2001-01-01
30141,The Singing Detective,en,0.0,0.0,2003-10-24
10536,The Italian Job,fr,3000000.0,0.0,1969-06-02
14157,Impulse,en,0.0,0.0,1984-09-28
67809,Normal,en,0.0,0.0,2003-01-21
42044,Shoah,en,0.0,0.0,1985-11-01
37922,Unconditional Love,en,0.0,0.0,2002-08-23
1376,Sweet Sixteen,en,0.0,0.0,2002-05-21
31397,Alien from L.A.,en,0.0,0.0,1988-01-01
50374,Black Sunday,en,0.0,0.0,1977-03-11
96171,Men of Respect,en,0.0,0.0,1990-01-18
20312,Interstate 60,en,7000000.0,0.0,2002-04-13
59809,Lipstick,en,0.0,0.0,1976-04-02
135890,Storyville,en,0.0,0.0,1992-08-26
64945,That was Then... This is Now,en,0.0,0.0,1985-11-08
2348,Holy Matrimony,en,0.0,616938.0,1994-04-08
44591,The Black Scorpion,en,0.0,0.0,1957-10-11
10389,The Eye,cn,0.0,0.0,2002-05-09
18979,Captain Kronos: Vampire Hunter,en,400000.0,0.0,1974-04-07
31206,The Jolson Story,en,0.0,0.0,1946-10-10
28658,You'll Never Get Rich,en,0.0,0.0,1941-09-25
3117,Frankenstein and the Monster from Hell,en,0.0,0.0,1973-03-31
20684,Preaching to the Perverted,en,0.0,0.0,1997-07-04
27450,Chicago Joe and the Showgirl,en,0.0,0.0,1990-05-16
26643,The Magic Sword,en,0.0,0.0,1962-04-01
62327,Promised Land,en,0.0,316000.0,1987-09-01
897,Aparajito,bn,0.0,170215.0,1956-10-11
42522,The Hired Hand,en,0.0,0.0,1971-08-11
11657,Le Cercle Rouge,fr,0.0,0.0,1970-10-19
224,Man of Marble,pl,0.0,0.0,1977-02-25
27117,Sherlock Holmes and the Voice of Terror,en,0.0,0.0,1942-09-18
50553,Sherlock Holmes Faces Death,en,0.0,0.0,1943-09-17
44383,Sherlock Holmes in Washington,en,0.0,0.0,1943-04-30
78331,The Solid Gold Cadillac,en,0.0,0.0,1956-08-22
10922,The Human Stain,en,30000000.0,0.0,2003-10-29
43708,"Die, Mommie, Die!",en,0.0,320092.0,2003-10-31
240177,Dirt,en,0.0,0.0,2001-04-21
51707,Girlhood,en,0.0,0.0,2003-10-13
30349,Mail Order Bride,en,0.0,0.0,2003-01-01
13537,Shattered Glass,en,6000000.0,2944752.0,2003-11-14
28446,Suspended Animation,en,0.0,0.0,2001-01-01
605,The Matrix Revolutions,en,150000000.0,424988211.0,2003-11-05
33222,The Revolution Will Not Be Televised,en,0.0,0.0,2003-03-07
10719,Elf,en,32000000.0,173398518.0,2003-10-09
266741,Standard Time,en,0.0,0.0,2002-10-10
23995,Billabong Odyssey,en,0.0,0.0,2003-11-07
1277,Gloomy Sunday,de,0.0,585604.0,1999-10-21
1836,In My Skin,fr,0.0,0.0,2002-12-04
292974,Just an American Boy,en,0.0,0.0,2003-06-07
508,Love Actually,en,40000000.0,244931766.0,2003-09-07
197563,Love Forbidden,en,0.0,0.0,2002-05-28
11846,Father of the Bride,en,0.0,89325780.0,1991-12-20
50314,My Architect,en,0.0,0.0,2003-11-12
10715,Looney Tunes: Back in Action,en,80000000.0,68514844.0,2003-11-14
8619,Master and Commander: The Far Side of the World,en,150000000.0,212011111.0,2003-11-14
21525,Tupac: Resurrection,en,300000.0,7808524.0,2003-01-23
14892,The Big Empty,en,0.0,0.0,2003-05-16
12146,The Missing,en,60000000.0,0.0,2003-11-26
10588,The Cat in the Hat,en,0.0,0.0,2003-11-21
4970,Gothika,en,40000000.0,141591324.0,2003-11-21
470,21 Grams,en,20000000.0,60427839.0,2003-09-06
11042,The Barbarian Invasions,fr,8000000.0,3432342.0,2003-05-21
44708,Blue Gate Crossing,zh,0.0,0.0,2002-09-27
10147,Bad Santa,en,23000000.0,76488889.0,2003-11-26
10756,The Haunted Mansion,en,90000000.0,182290266.0,2003-11-25
9562,Timeline,en,80000000.0,43935763.0,2003-11-26
36068,Marquis,fr,0.0,0.0,1989-04-26
11012,Damage,en,0.0,7532911.0,1992-12-02
279714,OT: Our Town,en,0.0,0.0,2002-01-01
30068,Devil's Playground,en,0.0,0.0,2002-01-01
40913,Dance with a Stranger,en,0.0,0.0,1985-03-01
158413,Journeys with George,en,0.0,0.0,2002-03-08
9556,Darkman,en,16000000.0,48878502.0,1990-08-24
13581,Dead of Night,en,0.0,0.0,1945-09-04
1702,Death Machine,en,0.0,1422749.0,1994-12-23
19184,The Last Battle,fr,0.0,0.0,1983-04-06
24203,Desk Set,en,0.0,0.0,1957-08-02
9065,Europa,de,0.0,0.0,1991-05-11
44479,The Watermelon Woman,en,0.0,0.0,1996-09-07
4823,Final Analysis,en,0.0,28590665.0,1992-02-07
10168,The Freshman,en,0.0,0.0,1990-07-20
10234,Funny Games,de,0.0,0.0,1997-05-14
38939,Tales from the Crypt,en,0.0,0.0,1972-03-09
10952,New Jack City,en,8500000.0,47624253.0,1991-03-08
14022,Slacker,en,0.0,0.0,1990-07-27
860,WarGames,en,12000000.0,79567667.0,1983-06-03
41521,Mr. Hobbs Takes a Vacation,en,2000000.0,0.0,1962-06-15
48035,Ordet,da,0.0,0.0,1955-01-09
5000,Forbidden Games,fr,0.0,10188.0,1952-05-09
22744,Jane Eyre,en,0.0,0.0,1943-12-24
17831,A Tale of Two Cities,en,0.0,0.0,1935-12-25
780,The Passion of Joan of Arc,fr,0.0,0.0,1928-04-21
31510,Ben-Hur: A Tale of the Christ,en,3900000.0,9000000.0,1925-12-30
234,The Cabinet of Dr. Caligari,de,18000.0,0.0,1920-02-25
899,Broken Blossoms,en,0.0,0.0,1919-05-13
8289,Gorky Park,en,0.0,16175602.0,1983-12-15
11583,The First Great Train Robbery,en,6000000.0,0.0,1979-01-25
11002,"Greystoke: The Legend of Tarzan, Lord of the Apes",en,0.0,45858563.0,1984-03-30
6472,Guarding Tess,en,20000000.0,0.0,1994-03-11
5143,Hannah and Her Sisters,en,6400000.0,40084041.0,1986-02-07
11384,The Hard Way,en,0.0,65595485.0,1991-03-08
5227,Hercules in New York,en,0.0,0.0,1969-02-23
8010,Highlander II: The Quickening,en,30000000.0,15556340.0,1991-01-30
10410,Hoffa,en,35000000.0,0.0,1992-12-25
47095,House of Cards,en,0.0,0.0,1993-06-25
10407,Housesitter,en,0.0,0.0,1992-06-12
9292,Hudson Hawk,en,65000000.0,17218080.0,1991-05-23
11850,Invasion of the Body Snatchers,en,3500000.0,24046533.0,1978-12-19
48745,Mindwalk,en,0.0,0.0,1990-09-09
2297,Kafka,en,11000000.0,0.0,1991-11-15
951,Kindergarten Cop,en,15000000.0,201957688.0,1990-12-21
10804,King Ralph,en,0.0,0.0,1991-02-15
5765,Knight Moves,en,0.0,0.0,1992-01-14
9319,The Last Boy Scout,en,29000000.0,59509925.0,1991-12-11
1643,Last Tango in Paris,fr,1250000.0,36144000.0,1972-10-14
2007,Lorenzo's Oil,en,0.0,7286388.0,1992-12-30
10995,The Lover,fr,0.0,0.0,1992-02-22
8047,Matador,es,0.0,0.0,1986-03-07
2612,Mr. Destiny,en,20000000.0,15379253.0,1990-10-12
3112,The Night of the Hunter,en,795000.0,0.0,1955-04-03
10413,Nowhere to Run,en,0.0,0.0,1993-01-15
2611,Only the Lonely,en,0.0,21830957.0,1991-05-24
1825,Over the Top,en,25000000.0,16057580.0,1987-02-13
10538,Passenger 57,en,15000000.0,44065653.0,1992-11-05
11092,Presumed Innocent,en,22000000.0,221303188.0,1990-07-26
18410,Project X,en,18000000.0,18532286.0,1987-04-17
14904,Proof,en,0.0,524668.0,1991-08-15
19065,Pure Luck,en,17010000.0,24941969.0,1991-08-09
3176,Battle Royale,ja,4500000.0,25000000.0,2000-12-16
9261,The Wedding Banquet,zh,1000000.0,6933459.0,1993-08-04
5336,"Salò, or the 120 Days of Sodom",it,0.0,0.0,1975-11-22
23908,A Midnight Clear,en,0.0,0.0,1992-04-24
14671,Summer School,en,0.0,35114428.0,1987-07-22
11509,Silverado,en,26000000.0,0.0,1985-07-10
10729,Quick Change,en,0.0,0.0,1990-07-13
29437,Rabid,en,530000.0,0.0,1977-04-08
20763,Radio Flyer,en,35000000.0,4651977.0,1992-02-21
2047,The Real McCoy,en,0.0,0.0,1993-09-10
14249,Revenge,en,0.0,15645616.0,1990-02-16
10021,The Secret of My Success,en,12000000.0,110996879.0,1987-04-10
11634,Show Me Love,sv,0.0,0.0,1998-10-23
14746,Streets of Fire,en,14500000.0,8089290.0,1984-06-01
11824,Teen Wolf,en,0.0,0.0,1985-08-23
8222,High Heels,es,0.0,1710057.0,1991-10-23
20067,Things You Can Tell Just by Looking at Her,en,0.0,0.0,1999-10-28
12395,Thunderheart,en,0.0,0.0,1992-04-03
9846,To Live and Die in L.A.,en,0.0,17307019.0,1985-11-01
23719,Trapped in Paradise,en,0.0,5777916.0,1994-12-02
11986,Betty Blue,fr,0.0,2003822.0,1986-04-09
1626,Vivre Sa Vie,fr,64000.0,24517.0,1962-09-20
483,Wild at Heart,en,9500000.0,14560247.0,1990-05-01
10166,The Witches,en,0.0,15360553.0,1990-02-16
6069,The Witches of Eastwick,en,0.0,63766510.0,1987-06-12
11018,Year of the Dragon,en,24000000.0,18707466.0,1985-08-16
11676,Nothing to Lose,en,25000000.0,0.0,1997-07-18
28293,Flying Down to Rio,en,0.0,0.0,1933-12-29
28292,Follow the Fleet,en,0.0,0.0,1936-02-20
3681,What's New Pussycat?,en,0.0,0.0,1965-06-22
43875,Mary of Scotland,en,864000.0,1276000.0,1936-08-28
31798,Roberta,en,0.0,0.0,1935-03-08
43436,Little Women,en,0.0,0.0,1949-04-01
20325,Swing Time,en,886000.0,2600000.0,1936-08-27
17687,The Public Enemy,en,0.0,0.0,1931-04-23
19075,A Midsummer Night's Dream,en,0.0,0.0,1935-10-09
41465,Life with Father,en,0.0,0.0,1947-09-13
17641,National Velvet,en,0.0,0.0,1944-12-14
12545,Jesus Christ Superstar,en,0.0,13200000.0,1973-08-15
27972,Dark Victory,en,0.0,0.0,1939-04-22
898,Birdman of Alcatraz,en,2650000.0,3100000.0,1962-07-03
2000,Aguirre: The Wrath of God,de,92000.0,0.0,1972-12-29
648,Beauty and the Beast,fr,0.0,0.0,1946-10-29
618,The Birth of a Nation,en,100000.0,11000000.0,1915-02-08
44162,The Blue Kite,zh,0.0,0.0,1994-02-02
19120,Juliet of the Spirits,it,0.0,0.0,1965-10-22
4024,Last Year at Marienbad,fr,0.0,0.0,1961-05-25
11316,The Tragedy of Macbeth,en,0.0,0.0,1971-10-13
3089,Red River,en,3000000.0,9012000.0,1948-08-26
29845,A Woman Under the Influence,en,0.0,0.0,1974-09-19
995,Stagecoach,en,531374.0,1103757.0,1939-03-02
1594,A Shot in the Dark,en,0.0,12368234.0,1964-06-23
32318,The Navigator,en,0.0,0.0,1924-10-13
11839,The Court Jester,en,4000000.0,0.0,1955-12-24
916,Bullitt,en,5500000.0,42300873.0,1968-10-17
31509,Way Down East,en,0.0,0.0,1920-09-03
1976,Jezebel,en,1250000.0,0.0,1938-03-19
31685,The Hunchback of Notre Dame,en,0.0,0.0,1939-12-29
3062,42nd Street,en,439000.0,2281000.0,1933-02-02
34456,I'm No Angel,en,225000.0,2850000.0,1933-10-06
12708,That Touch of Mink,en,0.0,0.0,1962-06-14
42045,Sweet Dreams,en,0.0,0.0,1985-10-02
11610,"Play It Again, Sam",en,0.0,0.0,1972-05-04
4939,Send Me No Flowers,en,0.0,0.0,1964-10-14
25016,Pygmalion,en,0.0,0.0,1938-10-06
15927,A Passage to India,en,8000000.0,27187653.0,1984-12-14
40423,Black Orpheus,pt,0.0,0.0,1959-01-01
7857,Amarcord,it,0.0,0.0,1973-12-13
79,Hero,zh,31000000.0,177394432.0,2002-12-19
13912,Horse Feathers,en,0.0,0.0,1932-08-19
70881,Anna Karenina,en,1152000.0,1439000.0,1935-08-30
987,The Front Page,en,4000000.0,0.0,1974-12-01
65869,Attraction,en,0.0,0.0,2001-04-22
37749,Looking for Mr. Goodbar,en,0.0,22512655.0,1977-10-19
30140,Rivers and Tides,en,0.0,0.0,2001-02-13
33302,The Girl from Paris,fr,0.0,0.0,2001-09-05
46932,Seven Days to Noon,en,0.0,0.0,1950-10-30
81,Nausicaä of the Valley of the Wind,ja,1000000.0,3301446.0,1984-03-11
70423,CrissCross,en,0.0,0.0,1992-05-08
11821,Doc Hollywood,en,0.0,0.0,1991-08-02
10023,Dragnet,en,20000000.0,66673516.0,1987-06-25
51036,MadHouse,en,0.0,0.0,1990-02-16
11519,1941,en,35000000.0,31755742.0,1979-12-13
72087,A Shot at Glory,en,0.0,0.0,2000-05-03
42238,Black and White in Color,fr,0.0,0.0,1976-01-01
15659,Foul Play,en,0.0,0.0,1978-07-14
18857,Crime Story,cn,0.0,194720.0,1993-06-24
33517,Beyond the Clouds,fr,0.0,0.0,1995-06-06
27425,Blind Beast,ja,0.0,0.0,1969-01-25
38953,Ryan's Daughter,en,0.0,0.0,1970-12-09
74544,Accident,en,600000.0,0.0,1967-02-05
41785,Cabeza de Vaca,es,0.0,0.0,1991-10-11
42740,The Collector,en,0.0,0.0,1965-06-17
20126,Deep Red,it,0.0,0.0,1975-03-07
827,Diabolique,fr,0.0,0.0,1955-01-29
11811,Leprechaun,en,900000.0,8556940.0,1993-01-08
20043,Royal Space Force - The Wings Of Honneamise,ja,8000000.0,0.0,1987-03-14
16814,Crazy People,en,0.0,0.0,1990-04-13
4368,Dark Wolf,en,2500000.0,0.0,2003-04-15
25431,Adam's Rib,en,0.0,0.0,1949-11-18
17685,King of Hearts,fr,0.0,0.0,1966-12-21
2742,Naked Lunch,en,16000000.0,0.0,1991-12-27
22010,Grass,en,0.0,0.0,1999-09-15
51145,Spring Forward,en,0.0,0.0,1999-09-01
32040,The Killing of a Chinese Bookie,en,0.0,0.0,1976-02-15
48129,Run,en,16000000.0,4409328.0,1991-02-01
3596,Things to Come,en,0.0,0.0,1936-02-20
120637,Queen of Hearts,en,0.0,0.0,1989-10-01
24134,Darling,en,0.0,0.0,1965-08-03
18904,A Summer Place,en,0.0,0.0,1959-11-18
37719,A Night at the Opera,en,0.0,0.0,1935-11-08
47364,Metalstorm: The Destruction of Jared-Syn,en,0.0,0.0,1983-08-19
9063,The Element of Crime,en,0.0,0.0,1984-05-18
1818,Shoot the Piano Player,fr,0.0,0.0,1960-10-21
255,Stolen Kisses,fr,350000.0,0.0,1968-08-13
10744,The Cooler,en,32000000.0,0.0,2003-01-17
83505,El Bonaerense,es,0.0,0.0,2002-09-19
10511,In America,en,0.0,0.0,2003-10-31
180399,The Legend of Leigh Bowery,en,0.0,0.0,2002-04-13
22289,My Flesh and Blood,en,0.0,0.0,2003-01-17
10028,Honey,en,18000000.0,62646763.0,2003-11-24
616,The Last Samurai,en,140000000.0,456758981.0,2003-12-05
288953,Forget Baghdad: Jews and Arabs - The Iraqi Connection,en,0.0,0.0,2002-01-01
96393,What Alice Found,en,0.0,0.0,2003-01-25
587,Big Fish,en,70000000.0,122919055.0,2003-12-25
21542,Love Don't Cost a Thing,en,0.0,0.0,2003-12-12
6964,Something's Gotta Give,en,80000000.0,266728738.0,2003-12-12
1792,Stuck on You,en,55000000.0,33828318.0,2003-12-10
3635,Girl with a Pearl Earring,en,0.0,31466789.0,2003-08-31
41488,The Statement,en,0.0,0.0,2003-12-12
122,The Lord of the Rings: The Return of the King,en,94000000.0,1118888979.0,2003-12-01
11820,Mona Lisa Smile,en,65000000.0,0.0,2003-12-19
8696,Calendar Girls,en,10000000.0,96542059.0,2003-09-02
12698,The Fog of War,en,0.0,0.0,2003-12-09
19187,The Hebrew Hammer,en,1000000.0,0.0,2003-01-01
11093,House of Sand and Fog,en,16500000.0,16942795.0,2003-12-19
47952,Two Men Went To War,en,0.0,0.0,2002-01-01
504,Monster,en,8000000.0,60378584.0,2003-11-16
11007,Cheaper by the Dozen,en,40000000.0,190212113.0,2003-12-24
2289,Cold Mountain,en,79000000.0,173013509.0,2003-12-24
9620,Paycheck,en,60000000.0,96269812.0,2003-12-25
10601,Peter Pan,en,100000000.0,121975011.0,2003-12-25
52036,The Company,en,15000000.0,2281585.0,2003-09-10
42418,Young Black Stallion,en,0.0,0.0,2003-12-25
13433,Japanese Story,en,0.0,0.0,2003-09-25
35712,Secret Things,fr,0.0,105090.0,2002-10-16
14844,Chasing Liberty,en,23000000.0,12.0,2004-01-09
26710,My Baby's Daddy,en,0.0,51.0,2004-01-09
37088,Aileen: Life and Death of a Serial Killer,en,0.0,0.0,2003-09-09
31026,Distant,tr,0.0,0.0,2002-12-20
5966,Along Came Polly,en,42000000.0,171963386.0,2004-01-16
24034,Teacher's Pet,en,10000000.0,0.0,2004-01-16
10718,Torque,en,40000000.0,46546197.0,2004-01-16
40427,Crimson Gold,fa,0.0,0.0,2003-09-12
14757,Osama,ps,46000.0,0.0,2003-05-20
11034,The Great Gatsby,en,6500000.0,26533200.0,1974-03-27
25095,Wuthering Heights,en,0.0,0.0,1992-10-16
26983,Odds Against Tomorrow,en,0.0,0.0,1959-10-15
30080,Ship of Fools,en,0.0,0.0,1965-07-29
52867,Lord Love a Duck,en,0.0,0.0,1966-02-21
42599,There's a Girl in My Soup,en,0.0,0.0,1970-12-15
65012,This Property Is Condemned,en,0.0,0.0,1966-08-03
44801,Real Men,en,0.0,0.0,1987-09-25
27465,Once Upon a Crime,en,0.0,0.0,1992-03-06
83726,Beyond Therapy,en,0.0,0.0,1987-02-27
24782,Buster,en,0.0,0.0,1988-09-16
31395,"Car 54, Where Are You?",en,10700000.0,1238080.0,1994-01-28
131313,Jane Eyre,en,0.0,0.0,1971-06-04
34151,Blame It on the Bellboy,en,0.0,0.0,1992-03-06
15797,Only the Strong,en,6000000.0,3283371.0,1993-08-27
9548,The Adventures of Ford Fairlane,en,49000000.0,20423389.0,1990-07-11
1937,Bonjour Tristesse,en,0.0,0.0,1958-03-17
26712,The Enforcer,en,0.0,0.0,1951-02-24
1882,The Men,en,0.0,0.0,1950-07-20
70627,Ransom,en,0.0,0.0,1975-03-13
17258,The Pick-up Artist,en,15000000.0,13290368.0,1987-09-18
34681,Melvin Goes to Dinner,en,0.0,0.0,2003-12-04
118910,The Court-Martial of Billy Mitchell,en,0.0,0.0,1955-12-31
6277,Crime Spree,en,0.0,0.0,2003-04-16
11429,Beyond Re-Animator,fr,3000000.0,0.0,2003-04-04
47072,Final Cut,en,0.0,0.0,1998-11-13
33642,Hells Angels on Wheels,en,0.0,0.0,1967-06-01
14815,The Wind and the Lion,en,0.0,0.0,1975-10-26
427,Mon oncle,fr,0.0,0.0,1958-05-10
43049,Where the Boys Are,en,0.0,0.0,1960-12-28
3022,Dr. Jekyll and Mr. Hyde,en,0.0,0.0,1941-08-12
778,Monsieur  Hulot's Holiday,fr,0.0,0.0,1953-02-26
3088,My Darling Clementine,en,0.0,0.0,1946-12-03
23152,People Will Talk,en,0.0,0.0,1951-08-29
23567,I Was a Male War Bride,en,0.0,0.0,1949-08-19
102057,Divorce American Style,en,0.0,0.0,1967-06-21
52367,Kiss Them for Me,en,0.0,0.0,1957-12-10
22584,To Have and Have Not,en,0.0,3650000.0,1944-10-11
27725,High Sierra,en,455000.0,0.0,1941-01-25
16227,Dark Passage,en,0.0,0.0,1947-09-27
980,The Ox-Bow Incident,en,0.0,0.0,1943-03-11
16933,They Drive by Night,en,0.0,0.0,1940-07-27
42094,Micki & Maude,en,0.0,0.0,1984-12-21
26884,Platinum Blonde,en,0.0,0.0,1931-10-31
37833,Reefer Madness,en,100000.0,0.0,1936-01-15
18995,D.O.A.,en,0.0,0.0,1950-04-30
43759,The Boy with Green Hair,en,0.0,0.0,1948-11-16
5205,Pumping Iron,en,1000000.0,0.0,1977-01-18
2017,No Good Deed,en,12000000.0,0.0,2002-06-28
